facility_name,variant_id,variant_name,variant_sku,variant_barcode,retail_price,cost_price,opening,opening_val,opening_cost,str_in,str_in_val,str_in_cost,str_out,str_out_val,str_out_cost,sales_qty,sales_val,sales_cost,returns_qty,returns_val,returns_cost,available,available_val,available_cost,reserved,reserved_val,reserved_cost,onhand,onhand_val,onhand_cost,incoming,incoming_val,incoming_cost
Packages Mall,9314703,Leather Formal 42 Brown Polishable,8314,008314-042-BRA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314711,Leather Formal 43 Black Polishable,8314,008314-043-BKA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314711,Leather Formal 43 Black Polishable,8314,008314-043-BKA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321843,Leather Casual 43 Brown Polishable,9249,009249-043-BRA,14000,3300,0,0,0,1,14000,3300,1,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314719,Leather Formal 43 Brown Polishable,8314,008314-043-BRA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314727,Leather Formal 44 Black Polishable,8314,008314-044-BKA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314727,Leather Formal 44 Black Polishable,8314,008314-044-BKA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314735,Leather Formal 44 Brown Polishable,8314,008314-044-BRA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314735,Leather Formal 44 Brown Polishable,8314,008314-044-BRA,26500,10000,1,26500,10000,0,0,0,0,0,0,1,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314743,Leather Formal 45 Black Polishable,8314,008314-045-BKA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314743,Leather Formal 45 Black Polishable,8314,008314-045-BKA,26500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314763,Leather Formal 40 Black Polishable,8315,008315-040-BKA,25500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314763,Leather Formal 40 Black Polishable,8315,008315-040-BKA,25500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314771,Leather Formal 40 Brown Polishable,8315,008315-040-BRA,25500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314771,Leather Formal 40 Brown Polishable,8315,008315-040-BRA,25500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9321859,Leather Casual 44 Brown Polishable,9249,009249-044-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321859,Leather Casual 44 Brown Polishable,9249,009249-044-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9290882,Leather Formal 44 Brown Polishable,1001,001001-044-BRA,20000,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321859,Leather Casual 44 Brown Polishable,9249,009249-044-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321875,Leather Casual 45 Brown Polishable,9249,009249-045-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321875,Leather Casual 45 Brown Polishable,9249,009249-045-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9321895,Leather Casual 40 Brown Polishable,9250,009250-040-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314819,Leather Formal 43 Brown Polishable,8315,008315-043-BRA,25500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321895,Leather Casual 40 Brown Polishable,9250,009250-040-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314827,Leather Formal 44 Black Polishable,8315,008315-044-BKA,25500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321895,Leather Casual 40 Brown Polishable,9250,009250-040-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9321911,Leather Casual 41 Brown Polishable,9250,009250-041-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314835,Leather Formal 44 Brown Polishable,8315,008315-044-BRA,25500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321911,Leather Casual 41 Brown Polishable,9250,009250-041-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321911,Leather Casual 41 Brown Polishable,9250,009250-041-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314863,Leather Formal 40 Black Polishable,8318,008318-040-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314863,Leather Formal 40 Black Polishable,8318,008318-040-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314871,Leather Formal 40 Brown Polishable,8318,008318-040-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314871,Leather Formal 40 Brown Polishable,8318,008318-040-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314879,Leather Formal 41 Black Polishable,8318,008318-041-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314879,Leather Formal 41 Black Polishable,8318,008318-041-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314887,Leather Formal 41 Brown Polishable,8318,008318-041-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314887,Leather Formal 41 Brown Polishable,8318,008318-041-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314895,Leather Formal 42 Black Polishable,8318,008318-042-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314895,Leather Formal 42 Black Polishable,8318,008318-042-BKA,28500,10500,1,28500,10500,0,0,0,0,0,0,1,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314903,Leather Formal 42 Brown Polishable,8318,008318-042-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9321927,Leather Casual 42 Brown Polishable,9250,009250-042-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314911,Leather Formal 43 Black Polishable,8318,008318-043-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314911,Leather Formal 43 Black Polishable,8318,008318-043-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314919,Leather Formal 43 Brown Polishable,8318,008318-043-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314919,Leather Formal 43 Brown Polishable,8318,008318-043-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314927,Leather Formal 44 Black Polishable,8318,008318-044-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314927,Leather Formal 44 Black Polishable,8318,008318-044-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314935,Leather Formal 44 Brown Polishable,8318,008318-044-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321927,Leather Casual 42 Brown Polishable,9250,009250-042-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314943,Leather Formal 45 Black Polishable,8318,008318-045-BKA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314951,Leather Formal 45 Brown Polishable,8318,008318-045-BRA,28500,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314963,Leather Formal 40 Black Polishable,8331,008331-040-BKA,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314963,Leather Formal 40 Black Polishable,8331,008331-040-BKA,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9314971,Leather Formal 40 Brown Polishable,8331,008331-040-BRA,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314971,Leather Formal 40 Brown Polishable,8331,008331-040-BRA,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321927,Leather Casual 42 Brown Polishable,9250,009250-042-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9321943,Leather Casual 43 Brown Polishable,9250,009250-043-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321943,Leather Casual 43 Brown Polishable,9250,009250-043-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321943,Leather Casual 43 Brown Polishable,9250,009250-043-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9321959,Leather Casual 44 Brown Polishable,9250,009250-044-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9314995,Leather Formal 42 Black Polishable,8331,008331-042-BKA,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321959,Leather Casual 44 Brown Polishable,9250,009250-044-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321959,Leather Casual 44 Brown Polishable,9250,009250-044-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9321975,Leather Casual 45 Brown Polishable,9250,009250-045-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9290866,Leather Formal 43 Greeen Nubuck,1001,001001-043-GRN,20000,4284,1,20000,4284,0,0,0,0,0,0,1,20000,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315019,Leather Formal 43 Brown Polishable,8331,008331-043-BRA,24500,9600,1,24500,9600,0,0,0,1,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315019,Leather Formal 43 Brown Polishable,8331,008331-043-BRA,24500,9600,1,24500,9600,1,24500,9600,2,49000,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9290858,Leather Formal 43 Brown Polishable,1001,001001-043-BRA,20000,4284,1,20000,4284,0,0,0,0,0,0,1,20000,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315027,Leather Formal 44 Black Polishable,8331,008331-044-BKA,24500,9600,1,24500,9600,0,0,0,0,0,0,1,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321975,Leather Casual 45 Brown Polishable,9250,009250-045-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315035,Leather Formal 44 Brown Polishable,8331,008331-044-BRA,24500,9600,1,24500,9600,0,0,0,0,0,0,1,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321975,Leather Casual 45 Brown Polishable,9250,009250-045-BRA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315043,Leather Formal 45 Black Polishable,8331,008331-045-BKA,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315051,Leather Formal 45 Brown Polishable,8331,008331-045-BRA,24500,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9290858,Leather Formal 43 Brown Polishable,1001,001001-043-BRA,20000,4284,1,20000,4284,0,0,0,0,0,0,1,20000,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315063,Leather Formal 40 Black Polishable,8332,008332-040-BKA,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9321987,Leather Casual 40 Black Polishable,9251,009251-040-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315071,Leather Formal 41 Black Polishable,8332,008332-041-BKA,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9321987,Leather Casual 40 Black Polishable,9251,009251-040-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9322003,Leather Casual 41 Black Polishable,9251,009251-041-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315087,Leather Formal 43 Black Polishable,8332,008332-043-BKA,26500,9400,1,26500,9400,0,0,0,1,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9322003,Leather Casual 41 Black Polishable,9251,009251-041-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9322003,Leather Casual 41 Black Polishable,9251,009251-041-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9322019,Leather Casual 42 Black Polishable,9251,009251-042-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315103,Leather Formal 45 Black Polishable,8332,008332-045-BKA,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315111,Leather Formal 40 Brown Polishable,8332,008332-040-BRA,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9322019,Leather Casual 42 Black Polishable,9251,009251-042-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9322019,Leather Casual 42 Black Polishable,9251,009251-042-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315127,Leather Formal 42 Brown Polishable,8332,008332-042-BRA,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9315135,Leather Formal 43 Brown Polishable,8332,008332-043-BRA,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315135,Leather Formal 43 Brown Polishable,8332,008332-043-BRA,26500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHA,9322035,Leather Casual 43 Black Polishable,9251,009251-043-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Alam,9322035,Leather Casual 43 Black Polishable,9251,009251-043-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9322035,Leather Casual 43 Black Polishable,9251,009251-043-BKA,14000,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315163,Womens Flat Slippers 37 Black,9075,009075-037-BLACK,3650,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315171,Womens Flat Slippers 38 Black,9075,009075-038-BLACK,3650,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315179,Womens Flat Slippers 39 Black,9075,009075-039-BLACK,3650,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315187,Womens Flat Slippers 40 Black,9075,009075-040-BLACK,3650,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315195,Womens Flat Slippers 41 Black,9075,009075-041-BLACK,3650,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315211,Womens Flat Slippers 36 Black,9075,009075-036-BLACK,3650,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315223,Womens Flat Slippers 36 Blue,9076,009076-036-BLU,3850,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315231,Womens Flat Slippers 37 Blue,9076,009076-037-BLU,3850,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315239,Womens Flat Slippers 38 Blue,9076,009076-038-BLU,3850,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315247,Womens Flat Slippers 39 Blue,9076,009076-039-BLU,3850,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315255,Womens Flat Slippers 40 Blue,9076,009076-040-BLU,3850,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315263,Womens Flat Slippers 41 Blue,9076,009076-041-BLU,3850,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315283,Womens Flat Slippers 37 Beige,9077,009077-037-BEIGE,3650,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315291,Womens Flat Slippers 38 Beige,9077,009077-038-BEIGE,3650,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315299,Womens Flat Slippers 39 Beige,9077,009077-039-BEIGE,3650,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315307,Womens Flat Slippers 40 Beige,9077,009077-040-BEIGE,3650,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315359,Womens Flat Slippers 38 Golden,9078,009078-038-GLDN,2850,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315367,Womens Flat Slippers 39 Golden,9078,009078-039-GLDN,2850,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315375,Womens Flat Slippers 40 Golden,9078,009078-040-GLDN,2850,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315383,Womens Flat Slippers 41 Golden,9078,009078-041-GLDN,2850,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315419,Womens Flat Slippers 39 Pink,9080,009080-039-PINK,3150,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315427,Womens Flat Slippers 40 Pink,9080,009080-040-PINK,3150,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315451,Womens Flat Slippers 36 Pink,9080,009080-036-PINK,3150,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315463,Womens Flat Slippers 37 Green,9081,009081-037-GREEN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315471,Womens Flat Slippers 38 Green,9081,009081-038-GREEN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315479,Womens Flat Slippers 39 Green,9081,009081-039-GREEN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315487,Womens Flat Slippers 40 Green,9081,009081-040-GREEN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315495,Womens Flat Slippers 41 Green,9081,009081-041-GREEN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315511,Womens Flat Slippers 36 Green,9081,009081-036-GREEN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315531,Womens Flat Slippers 38 Tan,9082,009082-038-TAN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315539,Womens Flat Slippers 39 Tan,9082,009082-039-TAN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315547,Womens Flat Slippers 40 Tan,9082,009082-040-TAN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315555,Womens Flat Slippers 41 Tan,9082,009082-041-TAN,3150,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315591,Womens Flat Slippers 38 Grey,9083,009083-038-GREY,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315599,Womens Flat Slippers 39 Grey,9083,009083-039-GREY,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315607,Womens Flat Slippers 40 Grey,9083,009083-040-GREY,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315615,Womens Flat Slippers 41 Grey,9083,009083-041-GREY,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315631,Womens Flat Slippers 36 Grey,9083,009083-036-GREY,3300,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315643,Womens Flat Slippers 37 Black,9084,009084-037-BLACK,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315651,Womens Flat Slippers 38 Black,9084,009084-038-BLACK,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315659,Womens Flat Slippers 39 Black,9084,009084-039-BLACK,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315667,Womens Flat Slippers 40 Black,9084,009084-040-BLACK,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packages Mall,9315691,Womens Flat Slippers 36 Black,9084,009084-036-BLACK,2995,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
